Taxon,Cluster
GCA_020102495_1,73
GCA_020110515_1,73
GCA_020105975_1,73
GCA_020100895_1,73
GCA_020100795_1,73
GCA_020100815_1,73
GCA_020102555_1,73
GCA_020103095_1,73
GCA_020103915_1,73
GCA_020108635_1,73
GCA_020109975_1,73
GCA_020107215_1,74
GCA_020108975_1,74
GCA_020108135_1,74
GCA_020103565_1,74
GCA_020102535_1,74
GCA_020100135_1,74
GCA_020101315_1,74
GCA_020107895_1,74
GCA_020101335_1,74
GCA_020100235_1,74
GCA_020104215_1,74
GCA_020107175_1,74
GCA_020103135_1,74
GCA_020113235_1,74
GCF_009760705_1,75
GCF_009760105_1,75
GCF_009760715_1,75
GCF_009760775_1,75
GCA_017953055_1,75
GCF_021572385_1,75
GCF_021572435_1,75
GCF_009760315_1,75
GR16064,75
GCF_009760685_1,75
GCF_009760385_1,75
GCF_009760725_1,75
GCF_009760645_1,75
GCF_009760365_1,75
GCF_024124205_1,76
GCF_024124285_1,76
GCA_017142065_1,76
GCF_024124195_1,76
GCF_024124345_1,76
GCF_024124185_1,76
GCA_020286905_1,76
GCF_024124125_1,76
GCF_024124425_1,76
GCF_024124295_1,76
GCF_024124255_1,76
GCF_024124105_1,76
GCF_024124165_1,76
GCF_024124135_1,76
GCA_024024935_1,77
GCA_016520895_2,77
GCA_016520445_2,77
GCA_016541385_2,77
GCA_016536925_2,77
GCA_016520505_2,77
GCA_016526575_2,77
GCA_016522745_2,77
GCA_016520025_2,77
GCA_016520255_2,77
GCA_024024915_1,77
GCA_024024975_1,77
GCA_016522785_2,77
GCA_016524175_2,77
GCA_018286715_1,78
GCA_016480585_1,78
GCA_021470485_1,78
GCA_024921945_1,78
GCA_022442625_1,78
GCA_016489325_1,78
GCA_019316525_1,78
GCA_019317785_1,78
GCA_020575655_1,78
GCA_020577655_1,78
GCA_019507305_1,78
GCA_024133665_1,78
GCA_020577035_1,78
GCA_019317465_1,78
GCA_017836395_1,79
GCA_021339735_1,79
GCA_016470795_1,79
GCA_021221445_1,79
GCA_018494595_1,79
GCA_016544905_1,79
GCA_018495325_1,79
GCA_020780595_1,79
GCA_018868425_1,79
GCA_019507105_1,79
GCA_018517905_1,79
GCA_022106335_1,79
GCA_017835375_1,79
GCA_019505925_1,79
AB207,80
Aci202,80
AB194,80
AB299,80
Aci336,80
Aci341,80
AB177,80
Aci331,80
Aci138,80
AB234,80
AB195,80
Aci339,80
Aci334,80
AB304,80
GCF_023002045_1,81
GCF_023003035_1,81
GCF_023004265_1,81
GCF_023005245_1,81
GCF_023004685_1,81
GCF_023002225_1,81
GCF_023002265_1,81
GCF_023001635_1,81
GCF_023004055_1,81
GCF_023001705_1,81
GCF_023005865_1,81
GCF_023002645_1,81
GCF_023004075_1,81
GCF_019336745_1,82
GCF_019336885_1,82
GCF_019336715_1,82
GCF_019336905_1,82
GCF_019336805_1,82
GCF_019336685_1,82
GCF_019336825_1,82
GCF_019336765_1,82
GCF_019336665_1,82
GCF_019336845_1,82
GCF_019336865_1,82
GCF_019336925_1,82
GCF_019336705_1,82
GCF_009736875_1,83
GCF_009737475_1,83
GCF_009736845_1,83
GCF_009737465_1,83
GCF_009736805_1,83
GCF_009737245_1,83
GCF_009737325_1,83
GCF_009736815_1,83
GCF_009737385_1,83
GCF_009737345_1,83
GCF_009737425_1,83
GCF_009736905_1,83
GCF_009737295_1,83
GCF_000671475_1,84
GCF_000681795_1,84
GCF_000681775_1,84
GCF_000671635_1,84
GCF_000671415_1,84
GCF_000671595_1,84
GCF_000582295_1,84
GCF_000611305_1,84
GCF_000611485_1,84
GCF_000611285_1,84
GCF_000671615_1,84
GCF_000627775_1,84
GCF_000682275_1,84
GCA_021272665_1,85
GCA_021274765_1,85
GCA_023064175_1,85
GCA_021274605_1,85
GCA_022881195_1,85
GCA_021274265_1,85
GCA_021274165_1,85
GCA_021275045_1,85
GCA_021274965_1,85
GCA_021275185_1,85
GCA_021274945_1,85
GCA_021273885_1,85
GCA_021281705_1,85
GCF_002762495_1,86
GCF_010178835_1,86
GCF_019800435_1,86
GCF_010179065_1,86
GCF_010179135_1,86
GCA_021137395_1,86
GCF_010179035_1,86
GCF_010179175_1,86
GCF_010179185_1,86
GCF_002762505_1,86
GCF_002762535_1,86
GCF_001939665_1,86
GCF_002762545_2,86
GCA_024537215_1,87
GCA_024559785_1,87
GCA_024560365_1,87
GCA_024537315_1,87
GCA_024537335_1,87
GCA_024537495_1,87
GCA_024573835_1,87
GCA_024560385_1,87
GCA_024536835_1,87
GCA_023464855_1,87
GCA_020519925_1,87
GCA_023065035_1,87
GCA_023064395_1,87
GCA_018394235_1,88
GCA_018558525_1,88
GCA_018394275_1,88
GCA_023115755_1,88
GCA_018558505_1,88
GCA_023184935_1,88
GCA_023827875_1,88
GCA_018394195_1,88
GCA_023118535_1,88
GCA_018404725_1,88
GCA_023115545_1,88
GCA_021525415_1,88
GCA_020823715_1,88
GCA_016535705_2,89
GCA_016535665_2,89
GCA_016540145_2,89
GCA_016537555_2,89
GCA_016538465_2,89
GCA_016539385_2,89
GCA_016535545_2,89
GCA_024025435_1,89
GCF_001874945_1,89
GCA_016538535_2,89
GCA_016538485_2,89
GCA_016535595_2,89
GCF_006494165_1,89
GCA_016497665_1,90
GCA_016497645_1,90
GCA_016497565_1,90
GCA_016497525_1,90
GCA_016497505_1,90
GCA_016497605_1,90
GCA_016497445_1,90
GCA_016497625_1,90
GCA_016497405_1,90
GCA_016497675_1,90
GCA_016497425_1,90
GCA_016497465_1,90
GCA_016497485_1,90
GCA_016476685_1,91
GCF_009736115_1,91
GCF_009736395_1,91
GCF_009735885_1,91
GCF_009735875_1,91
GCF_009736065_1,91
GCF_009736185_1,91
GCF_009736075_1,91
GCF_009735745_1,91
GCF_022603105_1,91
GCF_001806345_1,91
GCF_001806385_1,91
GCF_003954115_1,91
GCF_023004835_1,92
GCF_023003005_1,92
GCF_023003065_1,92
GCF_023004465_1,92
GCF_023004105_1,92
GCF_023004425_1,92
GCF_023004335_1,92
GCF_023003165_1,92
GCF_023005125_1,92
GCF_023003875_1,92
GCF_023004525_1,92
GCF_023004745_1,92
GCF_000589735_1,93
GCF_000588895_1,93
GCF_000588375_1,93
GCF_000589835_1,93
GCF_000627355_1,93
GCF_000591895_1,93
GCF_000589715_1,93
GCF_000671515_1,93
GCF_000589275_1,93
GCF_000589295_1,93
GCF_000589315_1,93
GCF_000671575_1,93
GCA_022989905_1,94
GCA_021274025_1,94
GCA_024559845_1,94
GCA_024537715_1,94
GCA_021275965_1,94
GCA_022881955_1,94
GCA_021275465_1,94
GCA_024559885_1,94
GCA_022477335_1,94
GCA_021274725_1,94
GCA_022881235_1,94
GCA_022881835_1,94
GCA_022992525_1,95
GCA_021274065_1,95
GCA_023064995_1,95
GCA_020464445_1,95
GCA_021275285_1,95
GCA_024559665_1,95
GCA_021276045_1,95
GCA_020411745_1,95
GCA_020464155_1,95
GCA_023065055_1,95
GCA_022476915_1,95
GCA_023064055_1,95
GCA_020109435_1,96
GCA_020106055_1,96
GCA_020106155_1,96
GCA_020105955_1,96
GCA_020111935_1,96
GCA_020110535_1,96
GCA_020110895_1,96
GCA_020106775_1,96
GCA_020106035_1,96
GCA_020105995_1,96
GCA_020106095_1,96
GCA_020105895_1,96
GCA_017836235_1,97
GCA_022665915_1,97
GCA_017835435_1,97
GCA_019316935_1,97
GCA_017368855_1,97
GCA_016543845_1,97
GCA_016470735_1,97
GCA_018868845_1,97
GCA_020781275_1,97
GCA_021222965_1,97
GCA_017120205_1,97
GCA_019316565_1,97
GCF_900117855_2,98
GCF_900477955_2,98
GCF_900117485_2,98
GCF_900477655_2,98
GCF_900478085_2,98
GCF_900477765_2,98
GCF_900477935_2,98
GCF_900117715_2,98
GCF_900477965_2,98
GCF_900117525_2,98
GCF_900477685_2,98
GCF_024589415_1,99
GCF_902703115_1,99
GCF_024589335_1,99
GCF_024589635_1,99
GCF_902703065_1,99
GCF_902702975_1,99
GCF_024589475_1,99
GCF_024589215_1,99
GCF_024589445_1,99
GCF_024589295_1,99
GCF_024589655_1,99
GCF_003356875_1,100
GCF_003356785_1,100
GCF_014560585_1,100
GCF_003356815_1,100
GCF_003356865_1,100
GCF_003356795_1,100
GCF_003356705_1,100
GCF_003356925_1,100
GCF_003356745_1,100
GCF_003356845_1,100
GCF_014561005_1,100
GCF_002249505_1,101
GCF_002249335_1,101
GCF_002249655_1,101
GCF_002249425_1,101
GCF_900494495_1,101
GCF_900495525_1,101
GCF_002239865_1,101
GCF_900494885_1,101
GCF_900494805_1,101
GCF_900494965_1,101
GCF_002249465_1,101
GCF_000587875_1,102
GCF_000588655_1,102
GCF_000582215_1,102
GCF_000589775_1,102
GCF_000589755_1,102
GCF_000589815_1,102
GCF_000583315_1,102
GCF_000588555_1,102
GCF_000589655_1,102
GCF_000589675_1,102
GCF_000589795_1,102
GCF_000581495_1,103
GCF_000589015_1,103
GCF_000588975_1,103
GCF_000589195_1,103
GCF_000589035_1,103
GCF_000600695_1,103
GCF_000627555_1,103
GCF_000589475_1,103
GCF_000588995_1,103
GCF_000600675_1,103
GCF_000589495_1,103
GCF_000453425_1,104
GCF_000453545_1,104
GCF_003948875_1,104
GCF_001922225_1,104
GCF_003949225_1,104
GCF_000453405_1,104
GCF_016506795_1,104
GCF_000453525_1,104
GCF_000302195_1,104
GCF_003948785_1,104
GCF_001895985_1,104
GCA_023781225_1,105
GCA_023825475_1,105
GCA_023776945_1,105
GCA_023782585_1,105
GCA_023829355_1,105
GCA_023825555_1,105
GCA_023776275_1,105
GCA_023773455_1,105
GCA_023786735_1,105
GCA_023776255_1,105
GCA_023786795_1,105
GCF_011601545_1,106
GCA_021140345_1,106
GCF_011601815_1,106
GCF_011603385_1,106
GCA_021138995_1,106
GCF_011601725_1,106
GCA_021139575_1,106
GCF_011603585_1,106
GCF_011603295_1,106
GCA_021139015_1,106
GCA_021139115_1,106
GCA_024007595_1,107
GCA_020110415_1,107
GCA_024007295_1,107
GCA_020105495_1,107
GCA_020105275_1,107
GCF_024259245_1,107
GCF_014560045_1,107
GCF_024259545_1,107
GCF_024259015_1,107
GCA_020105435_1,107
GCF_024259355_1,107
GCA_017948695_1,108
GCF_018221365_1,108
GCF_023913875_1,108
GCA_017952555_1,108
GCA_017951775_1,108
GCA_017948625_1,108
GCF_020256165_1,108
GCA_017948795_1,108
GCA_017949985_1,108
GCA_017949435_1,108
GCA_017948755_1,108
GCA_017905735_2,109
GCA_024187695_1,109
GCA_017145975_2,109
GCA_022964075_1,109
GCA_018452165_1,109
GCA_020362505_2,109
GCA_022963995_1,109
GCA_024188015_1,109
GCF_021730585_1,109
GCA_020362485_2,109
GCA_021524695_1,109
GCA_016534695_2,110
GCA_016525435_2,110
GCA_016526675_2,110
GCA_016528655_2,110
GCA_016525195_2,110
GCA_016527575_2,110
GCA_016524795_2,110
GCA_016527555_2,110
GCA_016526075_2,110
GCA_016537185_2,110
GCA_016525535_2,110
GCF_005819035_1,111
GCF_900494465_1,111
GCF_006369735_1,111
GCA_016486845_1,111
GCA_016486985_1,111
GCF_900495665_1,111
GCF_900496225_1,111
GCF_900495775_1,111
GCF_005819095_1,111
GCF_006494065_1,111
GCF_005819635_1,111
GCA_016608705_1,112
GCA_016472975_1,112
GCA_022592635_1,112
GCA_024865445_1,112
GCA_024865505_1,112
GCA_016472895_1,112
GCA_024148485_1,112
GCA_016471795_1,112
GCA_016471235_1,112
GCA_024375595_1,112
GCA_016473415_1,112
GCF_021570215_1,113
Aci176,113
Aci173,113
GCA_021570155_1,113
Aci165,113
Aci167,113
SE41139,113
GCA_021570115_1,113
Aci175,113
Aci243,113
GCF_021570125_1,113
GCF_900477775_2,114
GCF_900477645_2,114
GCF_900477805_2,114
GCF_900478005_2,114
GCF_900477635_2,114
GCF_900477705_2,114
GCF_900477835_2,114
GCF_900477735_2,114
GCF_900477755_2,114
GCF_900477665_2,114
GCF_006366745_1,115
GCF_006366755_1,115
GCF_006367835_1,115
GCF_006365495_1,115
GCF_006365555_1,115
GCF_006365775_1,115
GCF_006367295_1,115
GCF_006365895_1,115
GCF_006367025_1,115
GCF_006366235_1,115
GCF_002183285_1,116
GCF_002017065_1,116
GCF_002017095_1,116
GCF_002137035_1,116
GCF_000811085_3,116
GCF_002183595_1,116
GCF_002138295_1,116
GCF_002137715_1,116
GCF_002017615_1,116
GCF_002182445_1,116
GCF_003948375_1,117
GCF_000453025_1,117
GCF_003949725_2,117
GCF_003948305_2,117
GCF_003949105_1,117
GCF_003948125_1,117
GCF_000453985_1,117
GCF_003949405_1,117
GCF_003949395_1,117
GCF_003949095_1,117
GCA_023773875_1,118
GCA_023774455_1,118
GCA_023786755_1,118
GCA_023773555_1,118
GCA_023829395_1,118
GCA_023786535_1,118
GCA_023829455_1,118
GCA_023773855_1,118
GCA_023779305_1,118
GCA_023776985_1,118
GCA_024867955_1,119
GCA_024164345_1,119
GCA_024164405_1,119
GCA_024145955_1,119
GCA_024145885_1,119
GCA_023345165_1,119
GCA_024164605_1,119
GCA_024145225_1,119
GCA_024146715_1,119
GCA_024145925_1,119
GCF_019336605_1,120
GCF_019336585_1,120
GCF_019336425_1,120
GCF_019336565_1,120
GCF_019336635_1,120
GCF_019336525_1,120
GCA_021388535_1,120
GCF_019336485_1,120
GCF_019336535_1,120
GCF_019336625_1,120
GCA_021386645_1,121
GCA_021388835_1,121
GCA_021389325_1,121
GCA_021386595_1,121
GCA_021388805_1,121
GCA_021387355_1,121
GCA_021386695_1,121
GCA_021386715_1,121
GCA_021386615_1,121
GCA_021387415_1,121
GCF_900117705_2,122
GCF_900117605_2,122
GCF_900117545_2,122
GCF_900117755_2,122
GCA_020679745_2,122
GCF_900477565_2,122
GCF_900117885_2,122
GCF_900117845_2,122
GCF_900117595_2,122
GCF_900117775_2,122
GCA_020104055_1,123
GCA_020102735_1,123
GCA_020108235_1,123
GCA_020109555_1,123
GCA_020112895_1,123
GCA_020105255_1,123
GCA_020113295_1,123
GCA_020104255_1,123
GCA_020109335_1,123
GCA_020102175_1,123
GCA_022587795_1,124
GCA_020040905_1,124
GCA_022666015_1,124
GCA_022593655_1,124
GCA_022589735_1,124
GCA_022665895_1,124
GCF_000453145_1,124
GCA_022665835_1,124
GCA_022587815_1,124
GCA_022591355_1,124
GCA_018452385_1,125
GCA_022602685_1,125
GCA_021752505_1,125
GCA_018453845_1,125
GCA_018452325_1,125
GCA_023117715_1,125
GCA_020823675_1,125
GCA_018454685_1,125
GCA_022383255_1,125
GCA_020823555_1,125
GCA_016527455_2,126
GCA_016527735_2,126
GCA_016520485_2,126
GCA_016523685_2,126
GCA_016523105_2,126
GCA_016523885_2,126
GCA_016525035_2,126
GCA_016526715_2,126
GCA_016525675_2,126
GCA_016523135_2,126
GCA_016530175_2,127
GCA_016536185_2,127
GCA_016521185_2,127
GCA_016522475_2,127
GCA_024025055_1,127
GCA_024025355_1,127
GCA_016520605_2,127
GCA_016520225_2,127
GCA_016529775_2,127
GCA_016522865_2,127
GCF_004101725_1,128
GCA_016476625_1,128
GCA_016609105_1,128
GCA_016476985_1,128
GCF_008244865_1,128
GCF_004101705_1,128
GCF_004101685_1,128
GCA_016476605_1,128
GCA_016476165_1,128
GCA_016476545_1,128
GCA_016473875_1,129
GCA_016471475_1,129
GCA_016471555_1,129
GCA_016471675_1,129
GCA_016608585_1,129
GCA_016471335_1,129
GCA_016471715_1,129
GCA_016473895_1,129
GCA_016471495_1,129
GCA_016471535_1,129
AB245,130
AB242a,130
AB244,130
AB250,130
AB251,130
AB252,130
AB209,130
AB246,130
AB241,130
AB247a,130
GCF_900477295_2,131
GCF_900477165_2,131
GCF_900477155_2,131
GCF_900490085_2,131
GCF_900477145_2,131
GCF_900477185_2,131
GCF_900477215_2,131
GCF_900117745_2,131
GCF_900477115_2,131
GCF_023001465_1,132
GCF_023001125_1,132
GCF_023001205_1,132
GCF_023001845_1,132
GCF_023001325_1,132
GCF_023001745_1,132
GCF_023001825_1,132
GCF_023000755_1,132
GCF_023001805_1,132
GCF_021174685_1,133
GCF_021174775_1,133
GCF_021174525_1,133
GCF_021174385_1,133
GCF_021174365_1,133
GCF_021174605_1,133
GCF_021174485_1,133
GCF_021174515_1,133
GCF_021174595_1,133
GCF_009645635_1,134
GCF_009645365_1,134
GCF_009645335_1,134
GCF_009645805_1,134
GCF_009646005_1,134
GCF_009645775_1,134
GCF_009645575_1,134
GCF_009645595_1,134
GCF_009645505_1,134
GCF_009645345_1,135
GCF_009645815_1,135
GCF_009645285_1,135
GCF_009646015_1,135
GCF_009645525_1,135
GCF_009645925_1,135
GCF_009645605_1,135
GCF_009645425_1,135
GCF_009645995_1,135
GCF_022603115_1,136
GCF_021764725_1,136
GCF_011067065_1,136
GCF_009736705_1,136
GCF_009737545_1,136
GCF_002082745_1,136
GCF_009736655_1,136
GCF_022603075_1,136
GCF_022603095_1,136
GCF_001668835_1,137
GCF_001674215_1,137
GCF_001669595_1,137
GCF_001668515_1,137
GCF_001665045_1,137
GCF_001674415_1,137
GCF_001669095_1,137
GCF_001669645_1,137
GCF_001668585_1,137
GCF_000600615_1,138
GCF_000671535_1,138
GCF_000671495_1,138
GCF_000627515_1,138
GCF_000627535_1,138
GCF_000627595_1,138
GCF_000627495_1,138
GCF_000600655_1,138
GCF_000600635_1,138
GCF_000515915_1,139
GCF_000515675_1,139
GCF_000515715_1,139
GCF_000516035_1,139
GCF_000516095_1,139
GCF_000810745_3,139
GCF_000810835_3,139
GCF_000811105_3,139
GCF_000515695_1,139
GCA_020863505_1,140
GCA_022476935_1,140
GCA_020824995_1,140
GCA_023065015_1,140
GCA_020863525_1,140
GCA_020863805_1,140
GCA_020518925_1,140
GCA_023064115_1,140
GCA_020824735_1,140
GCA_019742315_1,141
GCA_019743915_1,141
GCA_020040325_1,141
GCA_020040405_1,141
GCA_017836315_1,141
GCA_019743295_1,141
GCA_019750595_1,141
GCA_019743355_1,141
GCA_019743335_1,141
GCA_017836115_1,142
GCA_017836015_1,142
GCA_017836095_1,142
GCA_017836035_1,142
GCA_018285735_1,142
GCA_017835395_1,142
GCA_018868305_1,142
GCA_018495115_1,142
GCA_017836195_1,142
GCA_016535445_2,143
GCA_016535605_2,143
GCA_016535365_2,143
GCA_016540505_2,143
GCA_016540205_2,143
GCF_000441955_1,143
GCA_016535275_2,143
GCA_016537745_2,143
GCF_000453885_1,143
GCA_016525175_2,144
GCF_900476545_2,144
GCF_900476645_2,144
GCF_900476745_2,144
GCF_900476725_2,144
GCF_900476615_2,144
GCF_900476635_2,144
GCF_900490075_2,144
GCF_900476765_2,144
GCA_016520875_2,145
GCA_016521225_2,145
GCA_016522855_2,145
GCA_016529755_2,145
GCA_016610425_2,145
GCA_016535985_2,145
GCA_016529835_2,145
GCA_016521945_2,145
GCA_016520995_2,145
GCA_016478245_1,146
GCA_016609285_1,146
GCA_016478725_1,146
GCA_016478845_1,146
GCA_016478705_1,146
GCA_016478325_1,146
GCA_016478465_1,146
GCA_016478185_1,146
GCA_016478685_1,146
Aci140,147
Aci329,147
Aci261,147
Aci135,147
Aci141,147
Aci181,147
Aci260,147
Aci183,147
Aci143,147
AB142,148
AB139,148
AB149,148
AB146,148
AB141,148
Aci111_AB239,148
AB147,148
AB148,148
AB140,148
GCF_900117515_2,149
GCF_900117815_2,149
GCF_900117785_1,149
GCF_900117585_2,149
GCF_900117685_2,149
GCF_900117895_2,149
GCF_900117475_2,149
GCF_900117645_2,149
GCF_003356205_1,150
GCF_003356235_1,150
GCF_003356265_1,150
GCF_003356125_1,150
GCF_003356225_1,150
GCF_003356145_1,150
GCF_003356185_1,150
GCF_003356285_1,150
GCF_900043995_1,151
GCF_900043985_1,151
GCF_900067075_1,151
GCF_003296225_1,151
GCF_900029365_1,151
GCF_900020545_1,151
GCF_900029375_1,151
GCF_900042755_1,151
GCF_900494915_1,152
GCF_900494835_1,152
GCF_002249265_1,152
GCF_019846375_1,152
GCF_900494985_1,152
GCF_900494415_1,152
GCF_900494995_1,152
GCF_002249225_1,152
GCF_001441455_1,153
GCF_001441475_1,153
GCF_000972625_1,153
GCF_006494585_1,153
GCF_001441485_1,153
GCF_001441465_1,153
GCF_000972525_1,153
GCF_001441415_1,153
GCF_001531205_2,154
GCF_000939495_2,154
GCF_000939535_2,154
GCF_000939475_2,154
GCF_000939425_2,154
GCF_000939555_2,154
GCF_000939395_2,154
GCF_000939405_2,154
GCF_000808945_3,155
GCF_000810725_3,155
GCF_002182965_1,155
GCF_002138375_1,155
GCF_000516175_1,155
GCF_000515815_1,155
GCF_002183905_1,155
GCF_002143555_1,155
GCF_000809235_3,156
GCF_000515495_1,156
GCF_000809405_3,156
GCF_002137555_1,156
GCF_000516055_1,156
GCF_000515435_1,156
GCF_000516075_1,156
GCF_000516335_2,156
GCA_024536915_1,157
GCA_024573675_1,157
GCA_024533735_1,157
GCA_024574815_1,157
GCA_024572355_1,157
GCA_024537195_1,157
GCA_024484005_1,157
GCA_024573755_1,157
GCA_024483365_1,158
GCA_024481385_1,158
GCA_024542395_1,158
GCA_024480845_1,158
GCA_024482605_1,158
GCA_024542595_1,158
GCA_024480605_1,158
GCA_024481505_1,158
GCA_024537875_1,159
GCA_022993085_1,159
GCA_024484025_1,159
GCA_022977935_1,159
GCA_024573135_1,159
GCA_022989205_1,159
GCA_024483945_1,159
GCA_024574275_1,159
GCA_022383455_1,160
GCA_022383175_1,160
GCA_022383435_1,160
GCA_022383415_1,160
GCA_022383395_1,160
GCA_022383375_1,160
GCA_022385465_1,160
GCA_022383135_1,160
SE41097,161
GCA_021570485_1,161
SE41119,161
GCA_021570175_1,161
GCF_021570415_1,161
GCA_021570795_1,161
GCA_021570395_1,161
SE41129,161
GCA_021571295_1,162
GCF_021569935_1,162
SE43050,162
GCF_021569735_1,162
SE43029,162
SE41024,162
GCA_021569555_1,162
SE44002,162
GCF_024295265_1,163
GCA_021388285_1,163
GCF_024296075_1,163
GCF_006367535_1,163
GCF_001680225_1,163
GCF_024296405_1,163
GCF_001680295_1,163
GCF_006366465_1,163
GCA_021716395_1,164
GCA_021450685_1,164
GCA_022589435_1,164
GCA_021105715_1,164
GCA_022589955_1,164
GCA_021106355_1,164
GCA_021105535_1,164
GCA_021105875_1,164
GCA_021275385_1,165
GCA_021275065_1,165
GCA_020519585_1,165
GCA_021273225_1,165
GCA_021275845_1,165
GCA_021273385_1,165
GCA_022990005_1,165
GCA_022881355_1,165
GCA_020113715_1,166
GCA_020101975_1,166
GCA_020100485_1,166
GCA_020110475_1,166
GCA_020100585_1,166
GCA_020102935_1,166
GCA_020109955_1,166
GCA_020104735_1,166
GCA_020102275_1,167
GCA_020113055_1,167
GCA_020105235_1,167
GCA_020110455_1,167
GCA_020100315_1,167
GCA_020108615_1,167
GCA_020103015_1,167
GCA_020102335_1,167
GCF_023605685_1,168
GCF_022240645_1,168
GCF_023605755_1,168
GCA_019321455_1,168
GCF_023605765_1,168
GCA_019321615_1,168
GCF_022236975_1,168
GCF_023605825_1,168
GCA_019305165_1,169
GCA_019321655_1,169
GCA_019305605_1,169
GCA_019304925_1,169
GCA_019305685_1,169
GCA_019305845_1,169
GCA_019304905_1,169
GCA_019305205_1,169
GCF_904885685_1,170
GCF_904885775_1,170
GCA_017951055_1,170
GCA_017950755_1,170
GCA_017950975_1,170
GCF_904885765_1,170
GCF_904885665_1,170
GCF_904885705_1,170
GCA_017948735_1,171
GCA_017948895_1,171
GCA_017950075_1,171
GCA_017951025_1,171
GCA_017949325_1,171
GCA_017951175_1,171
GCA_017951185_1,171
GCA_017948965_1,171
GCA_016524935_2,172
GCA_016523555_2,172
GCA_016525485_2,172
GCA_016534625_2,172
GCA_016537625_2,172
GCA_016524075_2,172
GCA_016526335_2,172
GCA_016534675_2,172
GCA_016521795_2,173
GCA_016523615_2,173
GCA_016534705_2,173
GCA_016526215_2,173
GCA_016523375_2,173
GCA_016525475_2,173
GCA_016525115_2,173
GCA_016522285_2,173
GCA_016513075_1,174
GCA_016513175_1,174
GCA_016513135_1,174
GCA_016513115_1,174
GCA_016512055_1,174
GCA_016512035_1,174
GCA_016512095_1,174
GCA_016513155_1,174
GCA_016512815_1,175
GCA_016513055_1,175
GCA_016512975_1,175
GCA_016512955_1,175
GCA_016513015_1,175
GCA_016513035_1,175
GCA_016511895_1,175
GCA_016511875_1,175
GCF_011745885_1,176
GCA_018287735_1,176
GCA_018287895_1,176
GCA_016491015_1,176
GCA_018954015_1,176
GCA_018287755_1,176
GCA_016490765_1,176
GCA_018954265_1,176
GCA_016483875_1,177
GCA_019317625_1,177
GCA_016483825_1,177
GCA_022475215_1,177
GCA_019506825_1,177
GCA_016484705_1,177
GCA_021470525_1,177
GCA_018498705_1,177
GCA_018868445_1,178
GCA_020040185_1,178
GCA_022107235_1,178
GCA_022915755_1,178
GCA_020041265_1,178
GCA_016480925_1,178
GCA_021290705_1,178
GCA_016544415_1,178
GCF_900496785_1,179
GCF_900496835_1,179
GCF_900496875_1,179
GCA_021659235_1,179
GCF_900496855_1,179
GCF_900496655_1,179
GCF_003020485_1,179
GCA_016476125_1,179
GCA_022592675_1,180
GCA_016473115_1,180
GCA_022875485_1,180
GCA_022443665_1,180
GCA_024192475_1,180
GCA_016472715_1,180
GCA_023351155_1,180
GCA_016473195_1,180
GCA_017119965_1,181
GCA_016480395_1,181
GCA_016484585_1,181
GCA_016470315_1,181
GCA_018285915_1,181
GCA_023054035_1,181
GCA_016474965_1,181
GCA_016479285_1,181
GCF_023002615_1,182
GCF_023002305_1,182
GCF_023002145_1,182
GCF_023002665_1,182
GCF_023006085_1,182
GCF_023002465_1,182
GCF_023002565_1,182
GCF_016506875_1,183
GCF_016506945_1,183
GCF_016506605_1,183
GCF_016506195_1,183
GCF_014881315_1,183
GCF_016506955_1,183
GCF_014881395_1,183
GCF_009737765_1,184
GCF_009736975_1,184
GCF_009737365_1,184
GCF_009737675_1,184
GCF_009737695_1,184
GCF_009737685_1,184
GCF_009737915_1,184
GCF_005785995_1,185
GCF_005786015_1,185
GCF_005785985_1,185
GCF_005786065_1,185
GCF_005785605_1,185
GCF_005785675_1,185
GCF_005785575_1,185
GCF_010500355_1,186
GCF_003711855_1,186
GCF_010500085_1,186
GCF_003627455_1,186
GCF_003711985_1,186
GCF_010179235_1,186
GCF_010179055_1,186
GCF_003356405_1,187
GCF_003356485_1,187
GCF_003356425_1,187
GCF_003356385_1,187
GCF_003356445_1,187
GCF_003356565_1,187
GCF_003356455_1,187
GCF_002277675_1,188
GCF_014561095_1,188
GCF_014561135_1,188
GCF_014561075_1,188
GCF_002277285_1,188
GCF_014561085_1,188
GCF_002277215_1,188
GCF_002249305_1,189
GCF_900495185_1,189
GCF_002249585_1,189
GCF_002249545_1,189
GCF_900494515_1,189
GCF_002249385_1,189
GCF_900495085_1,189
GCF_001864235_1,190
GCF_001863835_1,190
GCF_001864465_1,190
GCF_001864435_1,190
GCF_001864355_1,190
GCF_001863745_1,190
GCF_001864165_1,190
GCF_002145095_1,191
GCF_001664815_1,191
GCF_002183425_1,191
GCF_002144765_1,191
GCF_002144695_1,191
GCF_001666225_1,191
GCF_002183005_1,191
GCF_002143195_1,192
GCF_000810485_3,192
GCF_000810905_3,192
GCF_000949035_2,192
GCF_000949195_2,192
GCF_000810825_3,192
GCF_000949055_2,192
GCA_024025915_1,193
GCA_024025855_1,193
GCA_024274355_1,193
GCA_024026035_1,193
GCA_024274375_1,193
GCA_024026475_1,193
GCA_024026315_1,193
GCA_023427245_1,194
GCA_023782705_1,194
GCA_023775095_1,194
GCA_023784395_1,194
GCA_023418985_1,194
GCA_023424625_1,194
GCA_023827995_1,194
GCA_024167065_1,195
GCA_023351355_1,195
GCA_023344735_1,195
GCA_023334865_1,195
